"","items","count","total","rnd","customer","age","city","paymentType"
"1067","bottled beer,liquor,red/blush wine,waffles,candy,napkins,shopping bags",7,1625,11,"Hanan",22,"Fayoum","Credit"
"1068","rolls/buns,dishes",2,717,11,"Hanan",22,"Fayoum","Cash"
"1069","beverages,cream cheese ",2,2229,11,"Hanan",22,"Fayoum","Cash"
"1070","citrus fruit,grapes,onions,other vegetables,whipped/sour cream,cream cheese ,mayonnaise,frozen vegetables,ice cream,mustard,spices,preservation products,coffee,cocoa drinks,long life bakery product,waffles,chocolate,candy,dish cleaner,abrasive cleaner,hygiene articles",21,1323,1,"Farida",22,"Cairo","Credit"
"1071","male cosmetics",1,1198,1,"Farida",22,"Cairo","Cash"
"1072","other vegetables,condensed milk,soda,misc. beverages",4,870,11,"Hanan",22,"Fayoum","Cash"
"1073","frankfurter,sausage,yogurt,white bread,bottled water,soda,shopping bags",7,1268,1,"Farida",22,"Cairo","Credit"
"1074","tropical fruit,grapes,frozen meals,brown bread,bottled water,soda,shopping bags",7,1212,1,"Farida",22,"Cairo","Cash"
"1075","herbs,butter,chocolate",3,247,11,"Hanan",22,"Fayoum","Cash"
"1076","curd,yogurt,white bread,brown bread,flour,artif. sweetener,red/blush wine,shopping bags",8,904,1,"Farida",22,"Cairo","Credit"
"1077","beef,frozen vegetables,rolls/buns,soda,chewing gum,photo/film",6,658,11,"Hanan",22,"Fayoum","Cash"
"1078","chicken,root vegetables,whole milk",3,600,11,"Hanan",22,"Fayoum","Credit"
"1079","whole milk,yogurt,bottled water",3,761,1,"Farida",22,"Cairo","Credit"
"1080","meat,citrus fruit,yogurt,condensed milk,frozen vegetables,spices,meat spreads,canned fish",8,1413,1,"Farida",22,"Cairo","Cash"
"1081","sausage,hamburger meat,margarine",3,572,1,"Farida",22,"Cairo","Cash"
"1082","whole milk,butter",2,2459,1,"Farida",22,"Cairo","Cash"
"1083","whole milk,rolls/buns,pastry",3,276,11,"Hanan",22,"Fayoum","Cash"
"1084","meat,butter,yogurt,rolls/buns,bottled water,soda,fruit/vegetable juice",7,1352,1,"Farida",22,"Cairo","Credit"
"1085","tropical fruit",1,912,11,"Hanan",22,"Fayoum","Credit"
"1086","rolls/buns",1,569,1,"Farida",22,"Cairo","Cash"
"1087","curd cheese,rolls/buns",2,2335,11,"Hanan",22,"Fayoum","Credit"
"1088","soda",1,2477,11,"Hanan",22,"Fayoum","Cash"
"1089","berries,dessert,rolls/buns,soda,white wine",5,356,1,"Farida",22,"Cairo","Credit"
"1090","sausage,hamburger meat,whole milk,butter,curd,processed cheese,pastry,Instant food products,shopping bags",9,1490,1,"Farida",22,"Cairo","Credit"
"1091","pork,beef,grapes,berries,root vegetables,other vegetables,packaged fruit/vegetables,yogurt,newspapers",9,888,11,"Hanan",22,"Fayoum","Credit"
"1092","frozen vegetables",1,994,11,"Hanan",22,"Fayoum","Cash"
"1093","whipped/sour cream,frozen vegetables,flour,flower (seeds)",4,418,1,"Farida",22,"Cairo","Credit"
"1094","tropical fruit,pasta,candy",3,1297,11,"Hanan",22,"Fayoum","Credit"
"1095","soda,chocolate",2,2326,1,"Farida",22,"Cairo","Cash"
"1096","pork,beef,root vegetables,other vegetables,UHT-milk,spread cheese,mayonnaise,domestic eggs,zwieback,toilet cleaner,newspapers,shopping bags",12,1317,1,"Farida",22,"Cairo","Cash"
"1097","yogurt",1,312,1,"Farida",22,"Cairo","Credit"
"1098","soda",1,2283,11,"Hanan",22,"Fayoum","Cash"
"1099","frankfurter,bottled water,misc. beverages,bottled beer,sparkling wine",5,145,1,"Farida",22,"Cairo","Credit"
"1100","sausage,soda",2,424,11,"Hanan",22,"Fayoum","Credit"
"1101","whole milk,beverages",2,1773,1,"Farida",22,"Cairo","Credit"
"1102","domestic eggs",1,1431,11,"Hanan",22,"Fayoum","Cash"
"1103","pastry,soda,salty snack,popcorn,skin care",5,458,1,"Farida",22,"Cairo","Cash"
"1104","chicken,other vegetables,rolls/buns,shopping bags",4,1690,11,"Hanan",22,"Fayoum","Cash"
"1105","soda",1,1519,11,"Hanan",22,"Fayoum","Credit"
"1106","beef,root vegetables,curd,dessert,waffles,dish cleaner",6,778,1,"Farida",22,"Cairo","Cash"
"1107","yogurt,rolls/buns",2,1619,1,"Farida",22,"Cairo","Cash"
"1108","whole milk,hard cheese,bottled beer",3,1292,1,"Farida",22,"Cairo","Cash"
"1109","bottled beer,liquor",2,2343,1,"Farida",22,"Cairo","Credit"
"1110","pork,frozen vegetables",2,745,11,"Hanan",22,"Fayoum","Cash"
"1111","bottled beer",1,1292,1,"Farida",22,"Cairo","Credit"
"1112","pip fruit,berries,root vegetables,whole milk,curd,whipped/sour cream,soft cheese,frozen vegetables,pastry",9,305,1,"Farida",22,"Cairo","Credit"
"1113","waffles,chocolate",2,819,1,"Farida",22,"Cairo","Credit"
"1114","yogurt,white wine",2,2101,11,"Hanan",22,"Fayoum","Cash"
"1115","popcorn",1,505,11,"Hanan",22,"Fayoum","Cash"
"1116","meat,chicken,beef,whole milk,whipped/sour cream,fruit/vegetable juice",6,1144,11,"Hanan",22,"Fayoum","Cash"
"1117","packaged fruit/vegetables",1,1320,1,"Farida",22,"Cairo","Credit"
"1118","sweet spreads",1,805,1,"Farida",22,"Cairo","Cash"
"1119","misc. beverages",1,1829,11,"Hanan",22,"Fayoum","Credit"
"1120","canned beer",1,2122,11,"Hanan",22,"Fayoum","Cash"
"1121","root vegetables,other vegetables,whole milk,flour",4,1859,11,"Hanan",22,"Fayoum","Credit"
"1122","newspapers",1,788,11,"Hanan",22,"Fayoum","Credit"
"1123","beef,root vegetables,other vegetables,whipped/sour cream,rolls/buns,bottled beer",6,2121,11,"Hanan",22,"Fayoum","Credit"
"1124","citrus fruit,newspapers",2,2138,11,"Hanan",22,"Fayoum","Cash"
"1125","sausage,citrus fruit,grapes,curd,rolls/buns,brown bread,bottled beer",7,1367,11,"Hanan",22,"Fayoum","Credit"
"1126","liver loaf,tropical fruit,yogurt,ice cream,rolls/buns",5,2251,1,"Farida",22,"Cairo","Credit"
"1127","liver loaf,pork,other vegetables,whole milk,rolls/buns,coffee,soda,napkins,dishes",9,1949,1,"Farida",22,"Cairo","Cash"
"1128","frozen meals,frozen fish",2,281,1,"Farida",22,"Cairo","Credit"
"1129","newspapers",1,1041,1,"Farida",22,"Cairo","Cash"
"1130","butter,UHT-milk,domestic eggs,waffles",4,1352,11,"Hanan",22,"Fayoum","Credit"
"1131","other vegetables,yogurt,whipped/sour cream,white bread",4,1319,1,"Farida",22,"Cairo","Credit"
"1132","processed cheese,bottled beer,liquor,red/blush wine",4,813,1,"Farida",22,"Cairo","Credit"
"1133","citrus fruit,whole milk,whipped/sour cream,domestic eggs,salt,newspapers",6,302,11,"Hanan",22,"Fayoum","Cash"
"1134","sausage,beef,pip fruit,grapes,root vegetables,other vegetables,whole milk,curd,butter milk,yogurt,sliced cheese,cream cheese ,specialty cheese,frozen meals,white bread,pastry,candy",17,1392,1,"Farida",22,"Cairo","Cash"
"1135","tropical fruit,whipped/sour cream,frozen vegetables,rolls/buns,salty snack,dish cleaner",6,1490,1,"Farida",22,"Cairo","Cash"
"1136","whole milk",1,1436,11,"Hanan",22,"Fayoum","Credit"
"1137","beef,yogurt,margarine",3,1147,11,"Hanan",22,"Fayoum","Credit"
"1138","whole milk,pastry,sugar,newspapers",4,2453,11,"Hanan",22,"Fayoum","Cash"
"1139","beverages,pastry,soda,misc. beverages,chocolate marshmallow",5,1003,11,"Hanan",22,"Fayoum","Credit"
"1140","pork,other vegetables,whole milk,brown bread,pastry,sugar",6,2113,11,"Hanan",22,"Fayoum","Credit"
"1141","rolls/buns,house keeping products,light bulbs",3,723,11,"Hanan",22,"Fayoum","Credit"
"1142","salty snack",1,1106,1,"Farida",22,"Cairo","Credit"
"1143","whole milk,brown bread,jam,newspapers,pot plants",5,1730,1,"Farida",22,"Cairo","Cash"
"1144","frozen meals,canned beer,salty snack",3,200,1,"Farida",22,"Cairo","Cash"
"1145","processed cheese,soda,shopping bags",3,1544,11,"Hanan",22,"Fayoum","Cash"
"1146","beef,whipped/sour cream",2,2354,1,"Farida",22,"Cairo","Credit"
"1147","frankfurter,pasta,bottled beer",3,1572,11,"Hanan",22,"Fayoum","Credit"
"1148","curd,yogurt",2,1722,11,"Hanan",22,"Fayoum","Cash"
"1149","canned beer",1,989,11,"Hanan",22,"Fayoum","Credit"
"1150","hamburger meat,citrus fruit,tropical fruit,pip fruit,whole milk,yogurt,frozen meals,domestic eggs,brown bread,pasta,sugar,Instant food products,canned fish,soda,salty snack,popcorn,chocolate,dish cleaner,shopping bags",19,2411,11,"Hanan",22,"Fayoum","Credit"
"1151","frankfurter,meat,pork,root vegetables,onions,whole milk,beverages,mayonnaise,soda,chocolate",10,687,11,"Hanan",22,"Fayoum","Cash"
"1152","yogurt,bottled water,white wine",3,2330,11,"Hanan",22,"Fayoum","Cash"
"1153","sausage,soda,chocolate marshmallow",3,650,1,"Farida",22,"Cairo","Cash"
"1154","dishes",1,178,11,"Hanan",22,"Fayoum","Credit"
"1155","frankfurter,frozen potato products,pastry,bottled water,bottled beer",5,132,11,"Hanan",22,"Fayoum","Credit"
"1156","frankfurter,ham,hamburger meat,other vegetables,margarine,specialty chocolate",6,1745,11,"Hanan",22,"Fayoum","Cash"
"1157","red/blush wine",1,680,1,"Farida",22,"Cairo","Cash"
"1158","chocolate,candy,shopping bags",3,557,11,"Hanan",22,"Fayoum","Credit"
"1159","spread cheese",1,2434,11,"Hanan",22,"Fayoum","Cash"
"1160","frankfurter,whole milk,frozen vegetables,fruit/vegetable juice",4,1430,11,"Hanan",22,"Fayoum","Cash"
"1161","beef,root vegetables,herbs,packaged fruit/vegetables,butter,sliced cheese,domestic eggs,jam,bottled water",9,2265,1,"Farida",22,"Cairo","Credit"
"1162","bottled water,bottled beer",2,925,1,"Farida",22,"Cairo","Cash"
"1163","tropical fruit,salt,canned fish,bottled water,bottled beer",5,1997,1,"Farida",22,"Cairo","Credit"
"1164","frankfurter,pork,pip fruit,berries,root vegetables,other vegetables,whole milk,pastry,semi-finished bread,syrup,shopping bags",11,2010,1,"Farida",22,"Cairo","Cash"
"1165","frankfurter,tropical fruit,pip fruit,other vegetables,yogurt,whipped/sour cream,rolls/buns,bottled water,soda,misc. beverages,chocolate,specialty chocolate,candy,shopping bags",14,851,11,"Hanan",22,"Fayoum","Cash"
"1166","domestic eggs,canned beer,liquor (appetizer),chocolate marshmallow,shopping bags",5,2039,11,"Hanan",22,"Fayoum","Credit"
"1167","other vegetables,whole milk,pastry,salty snack,candy",5,1553,1,"Farida",22,"Cairo","Credit"
"1168","tropical fruit,yogurt,soda",3,1516,11,"Hanan",22,"Fayoum","Credit"
"1169","citrus fruit,root vegetables,other vegetables,UHT-milk,domestic eggs,canned fruit,soda,waffles,candy,newspapers",10,2201,1,"Farida",22,"Cairo","Cash"
"1170","dessert,butter milk,brown bread,canned beer,shopping bags",5,2059,11,"Hanan",22,"Fayoum","Cash"
"1171","chicken,other vegetables,whole milk,yogurt,frozen vegetables,rolls/buns,oil,bottled beer,canned beer,long life bakery product",10,661,11,"Hanan",22,"Fayoum","Credit"
"1172","grapes,other vegetables,butter,newspapers",4,1477,1,"Farida",22,"Cairo","Credit"
"1173","domestic eggs,white bread,pastry,canned beer,newspapers",5,528,1,"Farida",22,"Cairo","Cash"
"1174","dessert",1,727,1,"Farida",22,"Cairo","Cash"
"1175","baking powder,newspapers,flower (seeds)",3,2316,11,"Hanan",22,"Fayoum","Cash"
"1176","dishes",1,2288,1,"Farida",22,"Cairo","Credit"
"1177","pork,other vegetables,whole milk,rolls/buns",4,2338,11,"Hanan",22,"Fayoum","Cash"
"1178","berries,root vegetables,whipped/sour cream,soda",4,209,11,"Hanan",22,"Fayoum","Credit"
"1179","sausage,rolls/buns,canned beer",3,1576,11,"Hanan",22,"Fayoum","Cash"
"1180","citrus fruit,onions,other vegetables,yogurt,beverages,rolls/buns,brown bread,vinegar,bottled water,long life bakery product",10,2044,1,"Farida",22,"Cairo","Cash"
"1181","berries,herbs,pot plants",3,135,1,"Farida",22,"Cairo","Cash"
"1182","frankfurter,sausage,chicken,pork,tropical fruit,pip fruit,root vegetables,whole milk,dessert,cream cheese ,frozen vegetables,rolls/buns,white bread,cake bar,napkins,shopping bags",16,836,11,"Hanan",22,"Fayoum","Credit"
"1183","beef,whole milk,oil,canned beer,salty snack",5,2140,1,"Farida",22,"Cairo","Credit"
"1184","meat,tropical fruit,other vegetables,frozen vegetables,rolls/buns,soda,napkins,dishes",8,1051,11,"Hanan",22,"Fayoum","Cash"
"1185","cleaner,female sanitary products",2,1396,1,"Farida",22,"Cairo","Credit"
"1186","citrus fruit,pickled vegetables,dog food,soda,salty snack,waffles,candy,dish cleaner,newspapers",9,440,11,"Hanan",22,"Fayoum","Cash"
"1187","frankfurter,meat,tropical fruit,whole milk,ice cream,salty snack,detergent",7,1250,1,"Farida",22,"Cairo","Credit"
"1188","bottled water,napkins",2,383,11,"Hanan",22,"Fayoum","Cash"
"1189","beef,citrus fruit,cream cheese ,vinegar,margarine",5,794,1,"Farida",22,"Cairo","Credit"
"1190","citrus fruit,tropical fruit,grapes,berries,other vegetables,whole milk,UHT-milk,bottled water,fruit/vegetable juice",9,1988,11,"Hanan",22,"Fayoum","Credit"
"1191","sugar,bottled water,soda,fruit/vegetable juice,salty snack,popcorn",6,985,11,"Hanan",22,"Fayoum","Credit"
"1192","root vegetables,other vegetables,whole milk,butter,whipped/sour cream,soft cheese,rolls/buns,white bread,margarine,cocoa drinks,flower (seeds)",11,1552,11,"Hanan",22,"Fayoum","Cash"
"1193","root vegetables,sparkling wine",2,1239,1,"Farida",22,"Cairo","Credit"
"1194","rolls/buns",1,2227,11,"Hanan",22,"Fayoum","Cash"
"1195","bottled water,soda,bottled beer,waffles,chocolate,dishes",6,1907,11,"Hanan",22,"Fayoum","Credit"
"1196","frankfurter,root vegetables,other vegetables,hard cheese",4,1084,11,"Hanan",22,"Fayoum","Credit"
"1197","root vegetables",1,1826,1,"Farida",22,"Cairo","Credit"
"1198","whole milk,curd,cream cheese ,cereals,cat food,coffee,waffles",7,1634,11,"Hanan",22,"Fayoum","Credit"
"1199","liver loaf,root vegetables,salty snack,cake bar,specialty chocolate",5,1489,1,"Farida",22,"Cairo","Credit"
"1200","sausage",1,811,1,"Farida",22,"Cairo","Credit"
"1201","citrus fruit,whole milk,flour",3,2151,1,"Farida",22,"Cairo","Cash"
"1202","sausage,fruit/vegetable juice",2,833,1,"Farida",22,"Cairo","Cash"
"1203","other vegetables,whole milk,white bread,soda",4,658,1,"Farida",22,"Cairo","Cash"
"1204","waffles",1,346,11,"Hanan",22,"Fayoum","Cash"
"1205","UHT-milk,soda",2,2019,11,"Hanan",22,"Fayoum","Credit"
"1206","bottled water,soda,misc. beverages,bottled beer",4,1650,11,"Hanan",22,"Fayoum","Cash"
"1207","root vegetables,other vegetables,butter,hard cheese,margarine,mustard,pickled vegetables",7,247,1,"Farida",22,"Cairo","Credit"
"1208","detergent,flower (seeds)",2,706,11,"Hanan",22,"Fayoum","Cash"
"1209","bottled beer,liquor,chewing gum",3,401,11,"Hanan",22,"Fayoum","Cash"
"1210","whole milk,newspapers",2,2114,1,"Farida",22,"Cairo","Credit"
"1211","frozen vegetables",1,1733,11,"Hanan",22,"Fayoum","Cash"
"1212","frankfurter,light bulbs",2,226,11,"Hanan",22,"Fayoum","Credit"
"1213","bottled water",1,1085,1,"Farida",22,"Cairo","Cash"
"1214","other vegetables,UHT-milk",2,439,1,"Farida",22,"Cairo","Credit"
"1215","pip fruit,root vegetables,packaged fruit/vegetables,whole milk,domestic eggs,flour,salt",7,2198,11,"Hanan",22,"Fayoum","Cash"
"1216","yogurt,ice cream,soda,long life bakery product,specialty chocolate,napkins",6,612,11,"Hanan",22,"Fayoum","Credit"
"1217","pip fruit",1,121,11,"Hanan",22,"Fayoum","Credit"
"1218","coffee",1,493,1,"Farida",22,"Cairo","Credit"
"1219","semi-finished bread",1,750,1,"Farida",22,"Cairo","Cash"
"1220","other vegetables,whole milk,soda,specialty bar",4,684,11,"Hanan",22,"Fayoum","Cash"
"1221","dessert,yogurt,frozen vegetables,soda,misc. beverages,white wine,prosecco,long life bakery product,waffles,cleaner,toilet cleaner,dental care,napkins,newspapers",14,2021,1,"Farida",22,"Cairo","Cash"
"1222","frankfurter,whipped/sour cream,condensed milk,frozen vegetables,salty snack,candy",6,437,11,"Hanan",22,"Fayoum","Cash"
"1223","other vegetables,butter milk,yogurt,fruit/vegetable juice",4,726,11,"Hanan",22,"Fayoum","Cash"
"1224","sausage,whole milk,hard cheese,misc. beverages",4,1483,11,"Hanan",22,"Fayoum","Cash"
"1225","bottled water,soda,fruit/vegetable juice",3,1372,1,"Farida",22,"Cairo","Cash"
"1226","UHT-milk,soda,canned beer",3,1607,11,"Hanan",22,"Fayoum","Credit"
"1227","hygiene articles,shopping bags",2,2390,11,"Hanan",22,"Fayoum","Credit"
"1228","citrus fruit,other vegetables,cream cheese ,salty snack,waffles,chocolate,specialty bar,napkins",8,1975,1,"Farida",22,"Cairo","Cash"
"1229","other vegetables,whole milk,brown bread,napkins",4,1263,11,"Hanan",22,"Fayoum","Cash"
"1230","frankfurter,sausage,pip fruit,hard cheese,bottled water,seasonal products",6,2396,11,"Hanan",22,"Fayoum","Cash"
"1231","citrus fruit,tropical fruit,pip fruit,root vegetables,other vegetables,chocolate,candy,shopping bags",8,2109,1,"Farida",22,"Cairo","Cash"
"1232","pip fruit,beverages,bottled water,soda,fruit/vegetable juice,cling film/bags,shopping bags",7,1181,11,"Hanan",22,"Fayoum","Credit"
"1233","waffles",1,350,1,"Farida",22,"Cairo","Cash"
"1234","whole milk,cream cheese ",2,2049,11,"Hanan",22,"Fayoum","Credit"
"1235","citrus fruit,other vegetables,brown bread",3,2368,1,"Farida",22,"Cairo","Credit"
"1236","hamburger meat,whole milk,cream cheese ,pastry,misc. beverages,fruit/vegetable juice,white wine",7,2294,11,"Hanan",22,"Fayoum","Credit"
"1237","tropical fruit,rolls/buns,salt,fruit/vegetable juice,bottled beer,napkins",6,789,1,"Farida",22,"Cairo","Cash"
"1238","citrus fruit,pip fruit,berries,house keeping products",4,1920,11,"Hanan",22,"Fayoum","Cash"
"1239","frozen vegetables",1,220,1,"Farida",22,"Cairo","Cash"
"1240","sausage,frozen vegetables,domestic eggs,bottled water,bottled beer",5,206,1,"Farida",22,"Cairo","Credit"
"1241","chicken,frozen meals,margarine,soda",4,1908,1,"Farida",22,"Cairo","Credit"
"1242","other vegetables",1,679,11,"Hanan",22,"Fayoum","Cash"
"1243","finished products,chicken,root vegetables,whole milk,butter milk,brown bread,fruit/vegetable juice",7,1591,11,"Hanan",22,"Fayoum","Cash"
"1244","rolls/buns",1,1827,11,"Hanan",22,"Fayoum","Credit"
"1245","pork,root vegetables,processed cheese,curd cheese,margarine",5,993,1,"Farida",22,"Cairo","Cash"
"1246","tropical fruit,onions,white wine",3,986,1,"Farida",22,"Cairo","Cash"
"1247","frozen meals,canned beer,candy",3,1371,1,"Farida",22,"Cairo","Cash"
"1248","jam,hygiene articles",2,1702,11,"Hanan",22,"Fayoum","Credit"
"1249","tropical fruit,pip fruit,yogurt",3,446,11,"Hanan",22,"Fayoum","Credit"
"1250","bottled beer,liquor,rum",3,1480,11,"Hanan",22,"Fayoum","Cash"
"1251","yogurt,frozen meals,coffee,bottled water,shopping bags",5,1972,1,"Farida",22,"Cairo","Credit"
"1252","beef,tropical fruit,other vegetables,whole milk,cream cheese ,rolls/buns,mustard,bottled water,red/blush wine,dishes",10,783,1,"Farida",22,"Cairo","Credit"
"1253","butter milk,photo/film",2,1879,1,"Farida",22,"Cairo","Credit"
"1254","pastry",1,1375,11,"Hanan",22,"Fayoum","Cash"
"1255","whole milk,butter,curd,processed cheese,rolls/buns,brown bread,misc. beverages,long life bakery product",8,1495,1,"Farida",22,"Cairo","Cash"
"1256","sausage,ham,hard cheese,sauces",4,1899,11,"Hanan",22,"Fayoum","Cash"
"1257","whole milk,ice cream,shopping bags",3,1222,1,"Farida",22,"Cairo","Cash"
"1258","other vegetables,rolls/buns",2,1010,1,"Farida",22,"Cairo","Credit"
"1259","root vegetables,rolls/buns,white bread,pastry,oil,Instant food products,napkins",7,1277,11,"Hanan",22,"Fayoum","Credit"
"1260","frankfurter,rolls/buns,fruit/vegetable juice",3,1765,11,"Hanan",22,"Fayoum","Credit"
"1261","rolls/buns",1,1440,11,"Hanan",22,"Fayoum","Credit"
"1262","other vegetables,rolls/buns,soda,chocolate",4,1315,1,"Farida",22,"Cairo","Credit"
"1263","pork",1,1712,1,"Farida",22,"Cairo","Credit"
"1264","hamburger meat,other vegetables,yogurt,brown bread,pastry,cat food,abrasive cleaner,dishes",8,1316,1,"Farida",22,"Cairo","Cash"
"1265","curd,frozen meals,pastry,long life bakery product,waffles,napkins",6,371,1,"Farida",22,"Cairo","Cash"
"1266","sausage,onions,spread cheese,bottled water,canned beer",5,1512,1,"Farida",22,"Cairo","Cash"
